timestamp,price,label,direction,symbol,timeframe,curr_direction,curr_retrace_pct,curr_leg_size_pct,curr_leg_duration,curr_leg_speed,curr_ema20_dist,curr_ema50_dist,curr_ema200_dist,p1_leg_size_pct,p1_leg_duration,p1_retrace_pct,p1_leg_speed,p1_trend_state,p1_rsi,p1_stoch_k,p1_stoch_d,p1_stoch_cross,p1_macd_line,p1_macd_signal,p1_macd_hist,p1_adx,p1_plus_di,p1_minus_di,p1_ema20_dist,p1_ema50_dist,p1_ema200_dist,p1_bb_position,p1_bb_bandwidth,p2_leg_size_pct,p2_leg_duration,p2_retrace_pct,p2_leg_speed,p2_trend_state,p2_rsi,p2_stoch_k,p2_stoch_d,p2_stoch_cross,p2_macd_line,p2_macd_signal,p2_macd_hist,p2_adx,p2_plus_di,p2_minus_di,p2_ema20_dist,p2_ema50_dist,p2_ema200_dist,p2_bb_position,p2_bb_bandwidth,p3_leg_size_pct,p3_leg_duration,p3_retrace_pct,p3_leg_speed,p3_trend_state,p3_rsi,p3_stoch_k,p3_stoch_d,p3_stoch_cross,p3_macd_line,p3_macd_signal,p3_macd_hist,p3_adx,p3_plus_di,p3_minus_di,p3_ema20_dist,p3_ema50_dist,p3_ema200_dist,p3_bb_position,p3_bb_bandwidth,p4_leg_size_pct,p4_leg_duration,p4_retrace_pct,p4_leg_speed,p4_trend_state,p4_rsi,p4_stoch_k,p4_stoch_d,p4_stoch_cross,p4_macd_line,p4_macd_signal,p4_macd_hist,p4_adx,p4_plus_di,p4_minus_di,p4_ema20_dist,p4_ema50_dist,p4_ema200_dist,p4_bb_position,p4_bb_bandwidth,p5_leg_size_pct,p5_leg_duration,p5_retrace_pct,p5_leg_speed,p5_trend_state,p5_rsi,p5_stoch_k,p5_stoch_d,p5_stoch_cross,p5_macd_line,p5_macd_signal,p5_macd_hist,p5_adx,p5_plus_di,p5_minus_di,p5_ema20_dist,p5_ema50_dist,p5_ema200_dist,p5_bb_position,p5_bb_bandwidth,p6_leg_size_pct,p6_leg_duration,p6_retrace_pct,p6_leg_speed,p6_trend_state,p6_rsi,p6_stoch_k,p6_stoch_d,p6_stoch_cross,p6_macd_line,p6_macd_signal,p6_macd_hist,p6_adx,p6_plus_di,p6_minus_di,p6_ema20_dist,p6_ema50_dist,p6_ema200_dist,p6_bb_position,p6_bb_bandwidth,p7_leg_size_pct,p7_leg_duration,p7_retrace_pct,p7_leg_speed,p7_trend_state,p7_rsi,p7_stoch_k,p7_stoch_d,p7_stoch_cross,p7_macd_line,p7_macd_signal,p7_macd_hist,p7_adx,p7_plus_di,p7_minus_di,p7_ema20_dist,p7_ema50_dist,p7_ema200_dist,p7_bb_position,p7_bb_bandwidth,p8_leg_size_pct,p8_leg_duration,p8_retrace_pct,p8_leg_speed,p8_trend_state,p8_rsi,p8_stoch_k,p8_stoch_d,p8_stoch_cross,p8_macd_line,p8_macd_signal,p8_macd_hist,p8_adx,p8_plus_di,p8_minus_di,p8_ema20_dist,p8_ema50_dist,p8_ema200_dist,p8_bb_position,p8_bb_bandwidth,p9_leg_size_pct,p9_leg_duration,p9_retrace_pct,p9_leg_speed,p9_trend_state,p10_leg_size_pct,p10_leg_duration,p10_retrace_pct,p10_leg_speed,p10_trend_state,p11_leg_size_pct,p11_leg_duration,p11_retrace_pct,p11_leg_speed,p11_trend_state,p12_leg_size_pct,p12_leg_duration,p12_retrace_pct,p12_leg_speed,p12_trend_state,p13_leg_size_pct,p13_leg_duration,p13_retrace_pct,p13_leg_speed,p13_trend_state,p14_leg_size_pct,p14_leg_duration,p14_retrace_pct,p14_leg_speed,p14_trend_state,p15_leg_size_pct,p15_leg_duration,p15_retrace_pct,p15_leg_speed,p15_trend_state,p16_leg_size_pct,p16_leg_duration,p16_retrace_pct,p16_leg_speed,p16_trend_state,p17_leg_size_pct,p17_leg_duration,p17_retrace_pct,p17_leg_speed,p17_trend_state,p18_leg_size_pct,p18_leg_duration,p18_retrace_pct,p18_leg_speed,p18_trend_state,p19_leg_size_pct,p19_leg_duration,p19_retrace_pct,p19_leg_speed,p19_trend_state,p20_leg_size_pct,p20_leg_duration,p20_retrace_pct,p20_leg_speed,p20_trend_state,mkt_trend_state,mkt_trend_streak,mkt_bars_since_reversal,mkt_last_break_type,htf_trend_state,htf_retrace_pct,htf_pivot_dist_pct,htf_rsi,htf_stoch_k,htf_stoch_d,htf_macd_line,htf_macd_signal,htf_macd_hist,htf_adx,htf_plus_di,htf_minus_di,htf_ema20_dist,htf_ema50_dist,htf_bb_position,htf_bb_bandwidth,ltf_trend_state,ltf_zigzag_count,ltf_trend_reversal_flag,ltf_rsi,ltf_stoch_k,ltf_stoch_d,ltf_macd_line,ltf_macd_signal,ltf_macd_hist,ltf_adx,ltf_plus_di,ltf_minus_di,ltf_ema20_dist,ltf_ema50_dist,ltf_bb_position,ltf_bb_bandwidth,leg_size_vs_avg,leg_duration_vs_avg,bars_since_large_leg,max_retrace_last10,min_retrace_last10,leg_size_stddev,legs_contracting
2025-09-11T04:45:00Z,1.000000,no_impulse,0,ACC,1h,1.000000,,0.000000,0.000000,0.000000,0.171265,0.556441,0.599012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,1.000000,,-1.000000,,,,52.514058,63.200000,66.666667,-0.072506,-0.413347,0.340841,17.728344,22.991309,18.044219,0.567875,-0.436381,0.610236,0.051809,,0.000000,,58.772751,72.649573,65.242165,0.040748,0.014342,0.026407,18.136843,19.135509,8.930074,0.158555,0.237802,0.834029,0.004754,0.000000,0.000000,,,,0.000000,
2025-09-11T07:45:00Z,0.986718,no_impulse,0,ACC,1h,-1.000000,,1.328171,3.000000,0.442724,-0.492578,-0.198362,-0.151140,0.000000,0.000000,,0.000000,0.000000,57.323135,46.296296,52.479289,0.000000,0.180681,0.204887,-0.024205,26.245761,24.299447,12.970190,0.171265,0.556441,0.599012,0.713788,0.008025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,2.000000,,-1.000000,,,,54.416150,69.300000,66.733333,-0.000707,-0.329729,0.329022,17.323150,22.161267,17.392779,0.810361,-0.101155,0.668430,0.048506,,0.000000,,35.875348,23.076923,12.445322,-0.097754,-0.036796,-0.060958,21.620177,9.933401,28.321455,-0.324703,-0.364254,0.123930,0.008606,1.000000,1.000000,,,,0.000000,
2025-09-15T03:45:00Z,1.003280,no_impulse,0,ACC,1h,1.000000,124.696356,1.678474,10.000000,0.167847,0.562452,0.850257,1.021455,1.328171,3.000000,,0.442724,0.000000,39.753648,8.906883,16.153667,0.000000,0.056995,0.156446,-0.099451,23.578664,18.913794,19.411739,-0.492578,-0.198362,-0.151140,-0.056638,0.008806,0.000000,0.000000,,0.000000,0.000000,57.323135,46.296296,52.479289,0.000000,0.180681,0.204887,-0.024205,26.245761,24.299447,12.970190,0.171265,0.556441,0.599012,0.713788,0.008025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,3.000000,,-1.000000,,,,57.538959,79.700000,70.733333,0.099642,-0.242380,0.342022,17.279814,23.140246,16.511825,1.234756,0.440337,0.783564,0.044089,,0.000000,,68.574682,90.082645,60.330579,0.053087,0.036013,0.017074,30.421183,35.531648,8.001224,0.387031,0.451457,1.514738,0.003829,2.527497,6.666667,,,,0.939159,
2025-09-15T03:45:00Z,0.993171,no_impulse,0,ACC,1h,-1.000000,61.038961,1.007611,0.000000,0.000000,0.562452,0.850257,1.021455,1.678474,10.000000,124.696356,0.167847,1.000000,63.255919,81.168831,68.621729,1.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.328171,3.000000,,0.442724,0.000000,39.753648,8.906883,16.153667,0.000000,0.056995,0.156446,-0.099451,23.578664,18.913794,19.411739,-0.492578,-0.198362,-0.151140,-0.056638,0.008806,0.000000,0.000000,,0.000000,0.000000,57.323135,46.296296,52.479289,0.000000,0.180681,0.204887,-0.024205,26.245761,24.299447,12.970190,0.171265,0.556441,0.599012,0.713788,0.008025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,4.000000,,-1.000000,,,,57.538959,79.700000,70.733333,0.099642,-0.242380,0.342022,17.279814,23.140246,16.511825,1.234756,0.440337,0.783564,0.044089,,0.000000,,68.574682,90.082645,60.330579,0.053087,0.036013,0.017074,30.421183,35.531648,8.001224,0.387031,0.451457,1.514738,0.003829,1.005384,0.000000,,124.696356,124.696356,0.885440,
2025-09-16T03:45:00Z,1.010808,no_impulse,0,ACC,1h,1.000000,174.468085,1.775853,7.000000,0.253693,0.780391,1.168035,1.488600,1.007611,0.000000,61.038961,0.000000,1.000000,63.255919,81.168831,68.621729,0.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.678474,10.000000,124.696356,0.167847,1.000000,63.255919,81.168831,68.621729,1.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.328171,3.000000,,0.442724,0.000000,39.753648,8.906883,16.153667,0.000000,0.056995,0.156446,-0.099451,23.578664,18.913794,19.411739,-0.492578,-0.198362,-0.151140,-0.056638,0.008806,0.000000,0.000000,,0.000000,0.000000,57.323135,46.296296,52.479289,0.000000,0.180681,0.204887,-0.024205,26.245761,24.299447,12.970190,0.171265,0.556441,0.599012,0.713788,0.008025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,5.000000,,-1.000000,,,,59.049553,84.900000,77.966667,0.198860,-0.153592,0.352452,17.792350,25.724417,15.614784,1.366178,0.689632,0.798968,0.046329,,0.000000,,77.658858,98.930481,65.772526,0.126892,0.087681,0.039211,45.102901,38.266389,4.970794,0.826076,1.023245,1.511435,0.008235,1.769546,2.153846,,124.696356,61.038961,0.722964,
2025-09-16T07:45:00Z,1.000161,no_impulse,0,ACC,1h,-1.000000,60.365854,1.053304,4.000000,0.263326,0.337797,0.826425,1.272955,1.775853,7.000000,174.468085,0.253693,1.000000,71.471782,70.731707,71.909367,1.000000,0.246871,0.182599,0.064271,39.787564,42.063734,6.373313,0.780391,1.168035,1.488600,0.966396,0.016864,1.007611,0.000000,61.038961,0.000000,1.000000,63.255919,81.168831,68.621729,0.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.678474,10.000000,124.696356,0.167847,1.000000,63.255919,81.168831,68.621729,1.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.328171,3.000000,,0.442724,0.000000,39.753648,8.906883,16.153667,0.000000,0.056995,0.156446,-0.099451,23.578664,18.913794,19.411739,-0.492578,-0.198362,-0.151140,-0.056638,0.008806,0.000000,0.000000,,0.000000,0.000000,57.323135,46.296296,52.479289,0.000000,0.180681,0.204887,-0.024205,26.245761,24.299447,12.970190,0.171265,0.556441,0.599012,0.713788,0.008025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.000000,6.000000,,-1.000000,,,,54.997446,69.657615,78.085872,0.233046,-0.076926,0.309972,17.571404,23.401082,17.403218,0.755246,0.148494,0.665808,0.045896,,0.000000,,52.144751,15.662651,28.929276,0.139135,0.178171,-0.039036,54.313358,24.808206,8.129479,-0.007186,0.289001,0.493167,0.010515,0.909571,1.000000,,174.468085,61.038961,0.715048,
2025-09-17T03:45:00Z,1.011830,no_impulse,0,ACC,1h,1.000000,109.595960,1.166667,3.000000,0.388889,0.055464,0.521965,1.015981,1.053304,4.000000,60.365854,0.263326,2.000000,61.626378,61.890244,74.796748,0.000000,0.335136,0.270671,0.064465,44.575745,30.710980,15.491724,0.337797,0.826425,1.272955,0.679129,0.018922,1.775853,7.000000,174.468085,0.253693,1.000000,71.471782,70.731707,71.909367,1.000000,0.246871,0.182599,0.064271,39.787564,42.063734,6.373313,0.780391,1.168035,1.488600,0.966396,0.016864,1.007611,0.000000,61.038961,0.000000,1.000000,63.255919,81.168831,68.621729,0.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.678474,10.000000,124.696356,0.167847,1.000000,63.255919,81.168831,68.621729,1.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.328171,3.000000,,0.442724,0.000000,39.753648,8.906883,16.153667,0.000000,0.056995,0.156446,-0.099451,23.578664,18.913794,19.411739,-0.492578,-0.198362,-0.151140,-0.056638,0.008806,0.000000,0.000000,,0.000000,0.000000,57.323135,46.296296,52.479289,0.000000,0.180681,0.204887,-0.024205,26.245761,24.299447,12.970190,0.171265,0.556441,0.599012,0.713788,0.008025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,7.000000,,-1.000000,,,,54.997446,69.657615,78.085872,0.233046,-0.076926,0.309972,17.571404,23.401082,17.403218,0.755246,0.148494,0.665808,0.045896,,0.000000,,61.987230,75.115207,53.038402,0.051905,0.064413,-0.012507,35.066530,27.947690,14.396911,0.411110,0.608604,1.049379,0.007514,1.022882,0.750000,,174.468085,60.365854,0.640986,1.276096
2025-09-17T07:45:00Z,0.993762,no_impulse,0,ACC,1h,-1.000000,154.838710,1.785619,4.000000,0.446405,-0.628505,-0.279602,0.221993,1.166667,3.000000,109.595960,0.388889,1.000000,54.750201,26.771654,48.151527,0.000000,0.266609,0.280330,-0.013721,43.131068,34.062890,11.918048,0.055464,0.521965,1.015981,0.532834,0.016901,1.053304,4.000000,60.365854,0.263326,2.000000,61.626378,61.890244,74.796748,0.000000,0.335136,0.270671,0.064465,44.575745,30.710980,15.491724,0.337797,0.826425,1.272955,0.679129,0.018922,1.775853,7.000000,174.468085,0.253693,1.000000,71.471782,70.731707,71.909367,1.000000,0.246871,0.182599,0.064271,39.787564,42.063734,6.373313,0.780391,1.168035,1.488600,0.966396,0.016864,1.007611,0.000000,61.038961,0.000000,1.000000,63.255919,81.168831,68.621729,0.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.678474,10.000000,124.696356,0.167847,1.000000,63.255919,81.168831,68.621729,1.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.328171,3.000000,,0.442724,0.000000,39.753648,8.906883,16.153667,0.000000,0.056995,0.156446,-0.099451,23.578664,18.913794,19.411739,-0.492578,-0.198362,-0.151140,-0.056638,0.008806,0.000000,0.000000,,0.000000,0.000000,57.323135,46.296296,52.479289,0.000000,0.180681,0.204887,-0.024205,26.245761,24.299447,12.970190,0.171265,0.556441,0.599012,0.713788,0.008025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.000000,1.000000,,-1.000000,,,,55.685175,69.190601,74.582739,0.265060,-0.008460,0.273519,16.905475,21.658160,18.357506,0.784801,0.251096,0.674975,0.045207,,0.000000,,40.448664,28.448276,25.804974,-0.122040,-0.092603,-0.029438,18.217285,16.624857,22.027566,-0.215635,-0.264412,0.264338,0.009130,1.560451,1.037037,,174.468085,60.365854,0.585220,0.995408
2025-09-18T03:45:00Z,1.004194,no_impulse,0,ACC,1h,1.000000,57.738095,1.049727,3.000000,0.349909,0.043288,0.329500,0.829196,1.785619,4.000000,154.838710,0.446405,8.000000,36.902383,2.083333,10.691563,0.000000,0.090805,0.210219,-0.119414,39.340259,25.877358,20.851756,-0.628505,-0.279602,0.221993,0.071460,0.014575,1.166667,3.000000,109.595960,0.388889,1.000000,54.750201,26.771654,48.151527,0.000000,0.266609,0.280330,-0.013721,43.131068,34.062890,11.918048,0.055464,0.521965,1.015981,0.532834,0.016901,1.053304,4.000000,60.365854,0.263326,2.000000,61.626378,61.890244,74.796748,0.000000,0.335136,0.270671,0.064465,44.575745,30.710980,15.491724,0.337797,0.826425,1.272955,0.679129,0.018922,1.775853,7.000000,174.468085,0.253693,1.000000,71.471782,70.731707,71.909367,1.000000,0.246871,0.182599,0.064271,39.787564,42.063734,6.373313,0.780391,1.168035,1.488600,0.966396,0.016864,1.007611,0.000000,61.038961,0.000000,1.000000,63.255919,81.168831,68.621729,0.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.678474,10.000000,124.696356,0.167847,1.000000,63.255919,81.168831,68.621729,1.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.328171,3.000000,,0.442724,0.000000,39.753648,8.906883,16.153667,0.000000,0.056995,0.156446,-0.099451,23.578664,18.913794,19.411739,-0.492578,-0.198362,-0.151140,-0.056638,0.008806,0.000000,0.000000,,0.000000,0.000000,57.323135,46.296296,52.479289,0.000000,0.180681,0.204887,-0.024205,26.245761,24.299447,12.970190,0.171265,0.556441,0.599012,0.713788,0.008025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.000000,2.000000,3.000000,-1.000000,,,,55.685175,69.190601,74.582739,0.265060,-0.008460,0.273519,16.905475,21.658160,18.357506,0.784801,0.251096,0.674975,0.045207,,0.000000,,42.433022,39.869281,44.853516,-0.143028,-0.145750,0.002722,22.554565,18.948483,19.395207,-0.203688,-0.351256,0.240934,0.007846,0.857296,0.774194,,174.468085,60.365854,0.587340,0.897724
2025-09-18T05:45:00Z,0.989246,no_impulse,0,ACC,1h,-1.000000,143.298969,1.488621,2.000000,0.744311,-0.491850,-0.245530,0.253872,1.049727,3.000000,57.738095,0.349909,3.000000,52.081777,36.904762,27.777778,1.000000,0.041046,0.128866,-0.087820,34.844182,28.248298,16.032688,0.043288,0.329500,0.829196,0.531073,0.013937,1.785619,4.000000,154.838710,0.446405,8.000000,36.902383,2.083333,10.691563,0.000000,0.090805,0.210219,-0.119414,39.340259,25.877358,20.851756,-0.628505,-0.279602,0.221993,0.071460,0.014575,1.166667,3.000000,109.595960,0.388889,1.000000,54.750201,26.771654,48.151527,0.000000,0.266609,0.280330,-0.013721,43.131068,34.062890,11.918048,0.055464,0.521965,1.015981,0.532834,0.016901,1.053304,4.000000,60.365854,0.263326,2.000000,61.626378,61.890244,74.796748,0.000000,0.335136,0.270671,0.064465,44.575745,30.710980,15.491724,0.337797,0.826425,1.272955,0.679129,0.018922,1.775853,7.000000,174.468085,0.253693,1.000000,71.471782,70.731707,71.909367,1.000000,0.246871,0.182599,0.064271,39.787564,42.063734,6.373313,0.780391,1.168035,1.488600,0.966396,0.016864,1.007611,0.000000,61.038961,0.000000,1.000000,63.255919,81.168831,68.621729,0.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.678474,10.000000,124.696356,0.167847,1.000000,63.255919,81.168831,68.621729,1.000000,0.128057,0.099380,0.028676,26.241062,33.545661,10.279322,0.562452,0.850257,1.021455,1.052268,0.010242,1.328171,3.000000,,0.442724,0.000000,39.753648,8.906883,16.153667,0.000000,0.056995,0.156446,-0.099451,23.578664,18.913794,19.411739,-0.492578,-0.198362,-0.151140,-0.056638,0.008806,0.000000,0.000000,,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.000000,3.000000,5.000000,-1.000000,,,,55.685175,69.190601,74.582739,0.265060,-0.008460,0.273519,16.905475,21.658160,18.357506,0.784801,0.251096,0.674975,0.045207,,0.000000,,54.581295,77.540107,71.551170,0.003948,-0.050278,0.054226,20.902695,21.209608,11.159938,0.180143,0.127235,0.723615,0.008070,1.235322,0.529412,,174.468085,57.738095,0.552485,1.043069
