feature,auc,auc_strength,auc_bull,auc_bear,spear_abs,spear_signed
p14_leg_speed,0.49440055363984914,0.0055994463601508615,0.49876141728690515,0.4888833677636458,0.13515354484835643,0.014954218603595271
p16_leg_duration,0.505594225406695,0.005594225406694964,0.5007850895799768,0.5116785468639422,-0.007234487217018015,0.0016523243928207624
p7_trend_state,0.49442800754190197,0.0055719924580980296,0.49323059805518754,0.49594292092668346,0.004011227374433596,-0.0027932388078420766
p17_leg_speed,0.5055695070667134,0.005569507066713442,0.515757200543608,0.49268045500938606,0.13407196223014933,0.021719526546713632
p7_retrace_pct,0.4944422323092864,0.005557767690713589,0.49186980045945344,0.4976967676073519,-0.011228568887609187,0.0003994764019427235
p3_adx,0.49450051702919495,0.0054994829708050474,0.49015666418594744,0.4999961815339199,0.03776541315105843,-0.004353872891787577
htf_macd_signal,0.505437984489889,0.0054379844898889695,0.5030341043763458,0.5084792750423881,-0.03987802584501158,-0.003281866267844125
p16_leg_size_pct,0.5054273477683822,0.0054273477683821625,0.5123229164029303,0.49670335707341906,0.17200512329319986,0.0221246981112746
curr_rsi,0.5053899835721262,0.005389983572126167,0.5208222153982217,0.48586575663907183,-0.033067191027900775,0.0035774789452425043
p6_rsi,0.5052774178344516,0.00527741783445157,0.5092989146747129,0.5001895849270263,-0.02698491716276581,0.005325511105208437
p18_leg_duration,0.5052237125200352,0.005223712520035173,0.5043014503034207,0.5063905208606485,-0.006745468865330065,0.0001452780378430203
p6_bb_position,0.5052177606719419,0.005217760671941907,0.5085369838793597,0.5010184155692132,-0.017243255901439415,0.0060816624223251495
p17_leg_size_pct,0.5051641781120859,0.005164178112085915,0.5128233749739908,0.4954740762951926,0.16843030856457533,0.020374008418172097
htf_macd_line,0.5051377596602888,0.005137759660288843,0.5027283141775439,0.508186091289703,-0.03972442032271959,-0.0022824464192655034
ltf_trend_state,0.4948830924937351,0.005116907506264923,0.49260132315680705,0.4977698934986121,0.017021433107804334,-0.015970191905218756
p3_ema50_dist,0.5050387501438011,0.005038750143801063,0.5138036406494119,0.4939497700660428,-0.03642227497167383,-0.00047379724757749315
p18_leg_size_pct,0.5049746398265338,0.004974639826533789,0.5136899742950949,0.4939483560148869,0.160354705092634,0.022568545375501414
